Cod. Item;Item;Definicao;Classificacao; R$ Valor Sugerido ;Item Dolarizado;Especificacao Sugerida;Tipo
11198;Compressor de Ar;Equipamento que produz e armazena ar comprimido para aplicações mecânicas, de pintura, dentre outras que requeiram ar comprimido não medicinal.;Gerais;R$ 1.914,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
3119;Compressor Odontológico;Equipamento que produz e armazena ar comprimido, isento de óleo, utilizado no consultório odontológico para aplicação de alguns equipamentos que requeiram ar comprimido.;Apoio;R$ 3.478,00;N;Clique para Detalhar;ESPECIALIZADO
11907;Compressor Torácico Externo Automático;Um compressor torácico portátil é um equipamento médico projetado para realizar compressões torácicas automáticas em pacientes que sofreram parada cardíaca. Ele é usado em situações de emergência para manter a circulação sanguínea até que o paciente possa receber tratamento médico avançado.;Médico Assistencial;R$ 164.970,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
2149;Compressora (para comprimidos);equipamento utilização na compressão de fórmulas farmacêuticas em formato de comprimidos.;Apoio;R$ 238.626,00;N;Clique para Detalhar;ESPECIALIZADO
10894;Computador (Desktop-Avançado);"É um computador de mesa que oferece maior capacidade de armazenamento, maior versatilidade. Possui disco rígico com maior capacidade de armazenamento para fotos, vídeos, programas, sistema operacional; memória RAM superior, interface de vídeo capaz de  transmitir dados de áudio e vídeo em alta resolução simultaneamente por um único cabo,";Gerais;R$ 8.132,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
2274;Computador (Desktop-Básico);É um computador de mesa que não realiza tarefas muito pesadas. Possui capacidade para assistir vídeo, abrir alguns programas, navegar na internet, conforme a quantidade de memória.;Gerais;R$ 5.613,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10557;Computador Portátil (Notebook);É um computador portátil, que pode ser transportado.;Gerais;R$ 7.165,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11871;Computador Portátil (Notebook para Telessaúde);É um computador portátil, que pode ser transportado voltado para as ações da Saúde Digital.;Gerais;R$ 7.165,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
10991;Computador Servidor (Apenas Servidor Básico de Entrada);O computador servidor é, basicamente, um computador mais potente do que seu desktop comum. Ele foi desenvolvido especificamente para transmitir informações e fornecer produtos de software a outros computadores que estiverem conectados a ele por uma rede. Os servidores têm o hardware para gerenciar o funcionamento em rede wireless e por cabo Ethernet, normalmente através de um roteador.;Gerais;R$ 13.640,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10558;Computador Servidor (Servidores de Médio e Grande Porte);O computador servidor é, basicamente, um computador mais potente do que seu desktop comum. Ele foi desenvolvido especificamente para transmitir informações e fornecer produtos de software a outros computadores que estiverem conectados a ele por uma rede. Os servidores têm o hardware para gerenciar o funcionamento em rede wireless e por cabo Ethernet, normalmente através de um roteador.;Gerais;R$ 41.155,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11593;Concentrador de Oxigênio;Equipamento que produz oxigênio para entregar ao paciente este gás mais purificado.;Médico Assistencial;R$ 5.735,00;N;Clique para Detalhar;ESPECIALIZADO
2160;Condutivímetro;Medidor de condutividade utilizado no controle de qualidade da água, formulações e soluções.;Apoio;R$ 9.929,00;N;Clique para Detalhar;ESPECIALIZADO
11912;Conjunto de Bancos Coloridos;Bancos versáteis para auxiliar terapias.;Apoio;R$ 1.653,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11749;Conjunto de Controle de Qualidade e Dosimetria para Radioterapia;Item utilizado para determinação da dose absorvida através de medidas em Serviços de Radioterapia.;Apoio;R$ 529.856,00;N;Clique para Detalhar;ESPECIALIZADO
11750;Conjunto de Fixação de Pacientes em Radioterapia;O item permite a confecção de máscaras e moldes com a finalidade de reduzir a possibilidade de qualquer movimento durante a administração da dose de radioterapia.;Apoio;R$ 700.000,00;N;Clique para Detalhar;ESPECIALIZADO
10898;Consultório Odontológico Portátil;Cadeira odontológica portátil, acompanhada de itens como: sugador, compressor, refletor, seringa tríplice, banqueta, que serão utilizados para realizar procedimentos odontológicos.;Médico Assistencial;R$ 21.088,00;N;Clique para Detalhar;ESPECIALIZADO
11780;Contador de Cápsula;Contar cápsulas para que sejam dispensadas em quantidades corretas.;Apoio;R$ 301,00;N;Clique para Detalhar;ESPECIALIZADO
2190;Contador de Colônias;Equipamento usado para contar as colónias de bactérias e outros microorganismos que crescem sobre uma placa de ágar;Médico Assistencial;R$ 2.751,00;N;Clique para Detalhar;ESPECIALIZADO
1260;Contador Manual de Células;Aparelho contador manual de células sanguíneas, podendo ter display digital, tecla de zeragem e timer.;Médico Assistencial;R$ 1.145,00;N;Clique para Detalhar;ESPECIALIZADO
11812;Controladora para rede wifi;Reforçar a segurança da rede, impondo políticas de segurança em cada ponto de acesso e impedindo acessos não autorizados à sua rede sem fio. Alguns controladores WLAN ainda oferecem serviços de detecção e prevenção de intrusos em caso de ataque de rede.;Gerais;R$ 2.008,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11362;Cortina de Ar;"A cortina de ar ou cortina de vento, é utilizada para proteção contra a perda de ar refrigerado. Além disso, as cortinas realizam a desestratificão  térmica do ar, misturando o ar parado junto ao forro com o ar do piso em ambientes não climatizados; oferecem eficiente barreira de ar para, dentre outros, manter a temperatura do ambiente. Permite o tráfego livre e previne acidentes em passagens através de portas.";Infraestrutura;R$ 929,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
626;CPAP;Aparelho de pressão positiva contínua nas vias aéreas.;Médico Assistencial;R$ 3.382,00;N;Clique para Detalhar;ESPECIALIZADO
10449;CR - Digitalizador de Imagens Radiográficas (monocassete);Equipamento leitor de cassetes para digitalização de imagens radiográficas.;Médico Assistencial;R$ 128.667,00;N;Clique para Detalhar;ESPECIALIZADO
10921;CR - Digitalizador de Imagens Radiográficas (multicassetes);Equipamento leitor de cassetes para digitalização de imagens radiográficas.;Médico Assistencial;R$ 170.250,00;N;Clique para Detalhar;ESPECIALIZADO
3132;Criocautério;Equipamento dermatológico utilizado para criocauterização do colo uterino, codilomas, pólipos, lesões verrugosas e lesões de pele. O procedimento é feito através do congelamento da lesão, o que leva à destruição da mesma devido ás baixas temperaturas.;Médico Assistencial;R$ 5.766,00;N;Clique para Detalhar;ESPECIALIZADO
1422;Criostato;Equipamento dedicado para cortes em congelação, sendo um micrótomo montado dentro de um freezer trabalhando com temperaturas em torno de -20ºC.;Médico Assistencial;R$ 180.322,00;N;Clique para Detalhar;ESPECIALIZADO
906;Cromatógrafo;Aparelho utilizado na análise de substâncias por processo químico, capaz de separar os vários componentes da amostra.;Médico Assistencial;R$ 524.596,00;N;Clique para Detalhar;ESPECIALIZADO
2144;Cronômetro;É um tipo de relógio usado para medir pequenos intervalos de tempo.;Gerais;R$ 85,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11199;DEA - Desfibrilador Externo Automático;"É um equipamento eletrônico computadorizado que analisa o ritmo cardíaco, identifica arritmias passíveis de choque e administra a descarga elétrica automaticamente ou após o comando do operador. Ele é projetado para ser utilizado por leigos, com comandos de voz e visuais.

Equipamento que afere os batimentos cardíacos do ser humano e aplica a carga, se necessário, através do modo de Desfibrilação Externa Automática.";Médico Assistencial;R$ 13.493,00;N;Clique para Detalhar;ESPECIALIZADO
11485;Decibelímetro;Equipamento utilizado para medir o nível de pressão sonora.;Médico Assistencial;R$ 1.815,00;N;Clique para Detalhar;ESPECIALIZADO
11813;Decoder de videowall;É um recurso utilizado em projetos de Digital Signage no qual várias telas são dispostas juntas uma da outra, possibilitando a formação de um único painel. Com este recurso, é possível exibir conteúdo nos mais diversos formatos.;Gerais;R$ 6.260,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
2351;Deionizador;Equipamento para produção de água quimicamente pura (pureza iônica) em diversas áreas como: Laboratórios Químicos, Farmacêuticos, Análises Clínicas, etc.;Apoio;R$ 2.412,00;N;Clique para Detalhar;ESPECIALIZADO
1116;Dermátomo;Equipamento utilizado para corte de pele e debridamento de feridas;Médico Assistencial;R$ 160.763,00;N;Clique para Detalhar;ESPECIALIZADO
1394;Dermatoscópio;É um exame para detecção e prevenção de câncer do pele.;Médico Assistencial;R$ 13.187,00;N;Clique para Detalhar;ESPECIALIZADO
11861;Dermatoscópio para Telessaúde;É um exame para detecção e prevenção de câncer do pele, com aplicação para telemedicina.;Médico Assistencial;R$ 6.900,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
11874;Desempoeirador de Comprimido;O equipamento possibilita a extração de pó e remoção de rebarbas confiáveis, de acordo com as diretrizes das Boas Práticas de Fabricação (BPF) de medicamentos.;Gerais;R$ 1.062.396,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11233;Desfibrilador Convencional;É um equipamento médico de suporte avançado de vida, utilizado para reverter arritmias graves, aplicando uma carga, não sincronizada, buscando o restabelecimanto do ritmo cardíaco.;Médico Assistencial;R$ 23.622,00;N;Clique para Detalhar;ESPECIALIZADO
337;Desintegrador de Agulhas;Tem o objetivo de impedir a reutilização de agulhas possivelmente contaminadas por diversas doenças transmitidas via contato sangüíneo, além de prevenir acidentes com alto risco de contaminações, evita agressões ao meio ambiente destruindo a agulha por completo.;Apoio;R$ 622,00;N;Clique para Detalhar;ESPECIALIZADO
636;Dessecador;Equipamento utilizado para diminuir a umidade de substância e dessecar produtos.;Apoio;R$ 6.448,00;N;Clique para Detalhar;ESPECIALIZADO
2339;Destilador de Água;Equipamento utilizado para eliminar contaminantes da água por meio do sistema de destilação.;Apoio;R$ 2.633,00;N;Clique para Detalhar;ESPECIALIZADO
11781;Destilador de Óleo Essencial;É um equipamento projetado para extrair compostos aromáticos voláteis de materiais botânicos.;Médico Assistencial;R$ 19.945,00;N;Clique para Detalhar;ESPECIALIZADO
2303;Desumidificador;Aparelho utilizado para reduzir a umidade relativa do ar no combate ao mofo, fungos e oxidações em ambientes hospitalares.;Apoio;R$ 3.152,00;N;Clique para Detalhar;ESPECIALIZADO
421;Detector Fetal;Equipamento de uso obstétrico, não invasivo, para avaliação por meio de auscultação de dados fetais.;Médico Assistencial;R$ 1.915,00;N;Clique para Detalhar;ESPECIALIZADO
910;Diapasão;Instrumento metálico em forma de forquilha, utilizado para o diagnótisco da surdez d problemas neurológicos em pacientes pediátricos e neonatais.;Apoio;R$ 125,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
3039;Dinamômetro;Equipamento utilizado para medir a intensidade da força física do paciente.;Médico Assistencial;R$ 1.750,00;N;Clique para Detalhar;ESPECIALIZADO
11894;Disco Flexor;Equipamento utilizado em atividades terapêuticas, promovendo vivências sensoriais que levam a experimentar novos movimentos rotacionais e lineares;Apoio;R$ 1.212,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
10522;Dispensador de Parafina;Equipamento utilizado para armazenamento e dispensação de parafina derretida dedicada aos procedimentos laboratoriais histológicos.;Apoio;R$ 8.791,00;N;Clique para Detalhar;ESPECIALIZADO
11837;Dispositivo Auxiliar de Marcha;Dispositivo utilizado para auxiliar na mobilidade.;Apoio;R$ 190,00;N;Clique para Detalhar;ANÁLISE NÃO ESPECIALIZADA
11924;Disruptor de Células e Tecidos;Equipamento utilizado para romper ou quebrar células, tecidos e outros materiais biológicos, liberando seu conteúdo intracelular, para a extração de ácidos nucleicos.;Médico Assistencial;R$ 96.734,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
161;Dissolutor - Aparelho para Teste de Dissolução;Equipamento para teste de dissolução de comprimidos e cápsulas.;Médico Assistencial;R$ 151.969,00;N;Clique para Detalhar;ESPECIALIZADO
1678;Divã;Poltrona clínica para uso em exames ou para o repouso de pacientes.;Gerais;R$ 863,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
11455;Dobradeira de Tubos;Equipamento utilizado para realizar curvas em tubos para a fabricação e adptação de peças tubulares no serviço de adequação postural de cadeiras de rodas.;Gerais;R$ 5.890,00;N;Clique para Detalhar;NÃO ESPECIALIZADO
10225;Doppler Vascular;Equipamento utilizado no diagnóstico e monitoração de pulsações de dificil percepção e baixa pressão sanguinea. Equipamento portátil ou de mesa.;Médico Assistencial;R$ 1.595,00;N;Clique para Detalhar;ESPECIALIZADO
451;Eletrocardiógrafo;Eletrocardiógrafo é um equipamento projetado para captar a diferença de potencial elétrico gerado pela atividade cardíaca e converte-a em registro gráfico.;Médico Assistencial;R$ 19.950,00;N;Clique para Detalhar;ESPECIALIZADO
11860;Eletrocardiógrafo para Telessaúde;ECG, Eletrocardiógrafo é um equipamento projetado para captar a diferença de potencial elétrico gerado pela atividade cardíaca e converte-a em registro gráfico, com aplicação para Telessaúde.;Médico Assistencial;R$ 12.852,00;N;Clique para Detalhar;ANÁLISE ESPECIALIZADA
484;Eletroencefalógrafo;Equipamento de utilização clínica, eletrônico para medição, amplificação e registro dos sinais fisiológicos do cérebro.;Médico Assistencial;R$ 20.497,00;N;Clique para Detalhar;ESPECIALIZADO
3016;Eletroestimulador com Corrente Galvânica-Farádica;Equipamento elétrico usado na eletroterapia cuja função é a estimulação dos músculos, aumentando o metabolismo muscular e a circulação local.;Médico Assistencial;R$ 3.808,00;N;Clique para Detalhar;ESPECIALIZADO
529;Eletromiógrafo;Equipamento para exame diagnóstico da função de nervos e músculos.;Médico Assistencial;R$ 107.500,00;N;Clique para Detalhar;ESPECIALIZADO
11242;Eletroneuromiógrafo;"Equipamento que detecta graficamente os procedimentos de avaliação da função do sistema nervoso periférico e muscular através do registro das respostas elétricas geradas.
A eletroneuromiografia (ENMG) é realizada em duas fases:  estudos dos nervos periférios e estudo dos músculos.
ENMG é realizado por médico com formação especializada em neurofisiologia clínica.";Médico Assistencial;R$ 247.900,00;N;Clique para Detalhar;ESPECIALIZADO
1199;Eletronistagmógrafo;Equipamento utilizado para realizar o exame otoneurológico, permitindo visualizar, registrar e reproduzir a movimentação ocular do paciente.;Médico Assistencial;R$ 30.037,00;N;Clique para Detalhar;ESPECIALIZADO
10163;Eletroretinógrafo;Equipamento de eletrofisiologia visual, para o estudo eletrofisiológico da retina e da visão óptica, permite medir a funcionalidade/vitalidade das células retinianas através de eletrodos.;Médico Assistencial;R$ 295.000,00;N;Clique para Detalhar;ESPECIALIZADO
10554;Elevador para Transposição de Leito;Utilizado para fazer a transferência do paciente entre leitos, poltronas, levar ao sanitário.;Apoio;R$ 12.553,00;N;Clique para Detalhar;ESPECIALIZADO
11083;Embarcação para Transporte com Motor Popa (até 12 pessoas);Embarcação para transporte em prol do acesso da População Ribeirinha à Atenção Básica de Saúde.;Veículo;R$ 96.971,00;N;Clique para Detalhar;ESPECIALIZADO
25;Emissões Otoacústicas;Utilizado para estimular e captar os sons emitidos pela cóclea após a apresentação de um estímulo sonoro. Destinado a realizar triagem e diagnóstico.;Médico Assistencial;R$ 39.224,00;N;Clique para Detalhar;ESPECIALIZADO
11594;Emissões Otoacústicas Triagem;Utilizado para estimular e captar os sons emitidos pela cóclea após a apresentação de um estímulo sonoro. Este equipamento é destinado SOMENTE para realizar triagem.;Médico Assistencial;R$ 20.987,00;N;Clique para Detalhar;ESPECIALIZADO
2844;Empilhadeira;É um equipamento que foi especialmente projetado para o manuseio de cargas paletizadas em geral, possibilitando elevar a mesma para carregar e descarregar caminhões, alimentar e retirar mercadorias de prateleiras e ainda efetuar o transporte de cargas.;Gerais;R$ 5.969,00;N;Clique para Detalhar;ESPECIALIZADO
2875;Encapsuladora;Equipamento ultilizado para encapsulamento de fórmula farmacêutica.;Apoio;R$ 4.855,00;N;Clique para Detalhar;ESPECIALIZADO
10138;Endoscópio Flexível (Fibroendoscopia);"Endoscópio Flexível composto por fibra óptica para fins de diagnóstico médico.

*SÓ PODEM SER ESPECIFICADOS OS FIBROENDOSCÓPIOS.";Médico Assistencial;R$ 67.347,00;N;Clique para Detalhar;ESPECIALIZADO
547;Endoscópio Rígido;Endoscópio Rígido para acoplamento em fonte de luz e observação interna do corpo humano.;Médico Assistencial;R$ 90.121,00;N;Clique para Detalhar;ESPECIALIZADO
